408481,SMP,Germany & EE,SMP Hungary,HU55300,Zoltán Varga ,Pre Heating station,Rationalization,,,9626,Plant equipment,Heating Ventilation and Air Conditioning,Air Conditioning System,0,0,0,Facility,Air System and Materials,,,,Air Conditioner / HVAC / Ventillation,Tangible,Energy,,not relevant,Productive,New,yes,yes,05/2026,Unit,2,250,,no,0,no,0,0,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,500.0,,,,0,0,500,0,500,,,,500,EUR,,1.0000,1.0000,1.0000,1.0000,1.0000,0,500,0,0,0,500,Value planned,,SMP Hungary,RAS404201,,Replacement/Maintenance,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,500.0,0.0,0.0,0.0,500.0,500.0,500.0,500,-499.5,,
408482,SMP,Germany & EE,SMP Serbia,RS65832,Nenad Pavlovic,Finish goods warehouse with racks,Expansion,All,All,68,Property/Civil,Building/Construction,0,0,0,0,Facility,Building,,,,Civil work - Building New Construction,Tangible,Building,,not relevant,Productive,New,no,no,4/1/2026,Each,1,500,Own,no,0,no,0,0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,500,0,0,500,0,0,0,500,EUR,,1.0000,1.0000,1.0000,1.0000,1.0000,0,500,0,0,0,500,Value planned,,SMP Serbia,RAS120013,,Expansion Capex,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,500.0,0.0,0.0,0.0,500.0,500.0,500.0,500,-499.5,,
408483,Other,Germany & EE,SMP Michelau,1903113000,"Kai, Will","Commissioning Costs (foundation, energy and water supply) for IMM Engel (7357)",Customer projects repeat,Audi,Q3-AU336 ,68,Property/Civil,Building/Construction,0,0,0,0,Facility,Building,,,,Civil work - Building New Construction,Tangible,Building,7357 - Heckspoiler Audi Q3,not relevant,Productive,New,no,no,01/2025,Each,,,Own,no,0,??,,0,,,,,,,,,,,,,500.0,,,0,0,0,500,500,,,,,,,,,,,,,0,0,0,0,0,,,,500,EUR,,1.0000,1.0000,1.0000,1.0000,1.0000,500,0,0,0,0,500,Value planned,,SMP Michelau,RAS120013,,Customer Projects,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,500.0,0.0,0.0,500.0,0.0,0.0,0.0,0.0,500.0,500.0,500.0,500,-499.5,,
408484,SMRC,France & North Africa,SMRC Rougegoutte,,,Daimler / Actros / IP,Customer projects new,Daimler,Actros,7832,Assembly / Secondary Equipment,Assembly Line,Assembly Stations,0,0,0,Capex & Equipment,Assembly,>=500k & <1m,Assembly line + equip.,Yes,Assembly Line,Tangible,Secondary Equipment,,not relevant,Productive,New,no,no,1/1/2026,set,1,1200,Own,yes,0,??,fill in value,#VALUE!,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,,,,,,500.0,,,,,,,0,500,0,0,500,700,0,0,"1,200",EUR,,1.0000,1.0000,1.0000,1.0000,1.0000,0,500,700,0,0,"1,200",Value planned,,SMRC Rougegoutte,RAS110011,,Customer Projects,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,500.0,700.0,0.0,0.0,"1,200.0",500.0,500.0,"1,200",-1198.8,,
408485,Other,Germany & EE,MDRSC-Plant Neuses,11191012,H. Löhlein,Erneuerung Löschanlage,"	Environment, Health & Safety (EHS)",0,0,8680,Facilities Management,Hard Service,Plant/Machinery and Equipment,Water Treatment Equipment,0,0,Facility,Building maintenance,,,,Other Plant Equipment,Tangible,Building,Sprinklergebäude,not relevant,non productive,New,yes,yes,11/2026,piece,1,500,Own,no,0,??,,0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,500.0,0.0,0.0,0.0,0.0,0,0,500,0,500,,,,,,,0.0,,,,,,0,0,0,0,0,0,0,0,500,EUR,,1.0000,1.0000,1.0000,1.0000,1.0000,500,0,0,0,0,500,Value planned,,MDRSC-Plant Neuses,RAS404506,Other Plant Equipment,Others,0,0,0,0,0,0,0,500,0,0,0,0,500,0,0,0,0,500.0,500.0,500.0,500,-499.5,,
408486,Other,Iberica,MDRSC-Plant Spain S.A.,,,LOF - INST - Adecuación Nave 12 Para Almacén,Expansion,,,70,Property/Civil,Other,0,0,0,0,Facility,Building,,,,Civil work - Other,Tangible,Building,,not relevant,non productive,New,no,no,4/1/2026,Each,1,0,,no,0,yes,,0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,,,,,,,,,,,,500.0,0,0,0,500,500,0,0,0,500,EUR,,1.0000,1.0000,1.0000,1.0000,1.0000,0,500,0,0,0,500,Value planned,,MDRSC-Plant Spain S.A.,RAS120015,Civil work - Other,Expansion Capex,0,0,0,0,0,0,0,0,0,0,0,0,0,500,0,0,0,500.0,500.0,500.0,500,-499.5,,
408487,SMRC,Iberica,SMRC Igualada,,,ID2,Customer projects new,VW,ID.2,1033,Packaging,Internal Usage,Customized,Bin / Box/ Tote,Plastic,With inserts/ Inlays/ Dividers,Logistic,Direct Material Logsitic,,,,Plastic Bins / Totes,Tangible,Logistics,,not relevant,Productive,New,no,no,7/1/2026,Each,1,499,,no,0,??,0,0,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,499.0,0,0,0,499,499,,,,499,EUR,,1.0000,1.0000,1.0000,1.0000,1.0000,0,499,0,0,0,499,Value planned,,SMRC Igualada,RAS404701,,Customer Projects,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,499.0,0.0,0.0,0.0,499.0,499.0,499.0,499,-498.501,,
408462,MDRSC,Germany & EE,MDRSC Radomierz,16113005,Tomera Tomasz,Greenfield Mercedes VAN.EA Bumpers Assy Bumper Front,Customer projects new,Mercedes-Benz,VAN.EA,7832,Assembly / Secondary Equipment,Assembly Line,Assembly Stations,0,0,0,Capex & Equipment,Assembly,>=200k & <500k,Assembly line + equip.,Yes,Assembly Line,Tangible,Secondary Equipment,,not relevant,Productive,New,no,no,04/2026,Each,1,2073.82285,Own,yes,0,no,,0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"2,140.1",0.0,0.0,0,0,0,"2,140","2,140",0,0,0,"2,140",PLN,,0.2339,0.2269,0.2269,0.2269,0.2269,0,486,0,0,0,486,Value planned,,MDRSC Radomierz,RAS110011,Assembly Line,Customer Projects,0,0,0,0,0,0,0,0,0,0,0,0,0,486,0,0,0,485.5,485.5,485.5,486,-2139.621843,,
408463,SMP,Germany & EE,SMP Boetzingen (Prod),DE01200,Bernd Studer,Sprinklerertüchtigung Step 5 (IG.164.12.05.001) geschoben aus dem GJ 2025/26,"	Environment, Health & Safety (EHS)",,,70,Property/Civil,Other,0,0,0,0,Facility,Building,,,,Civil work - Other,Tangible,Building,,not relevant,non productive,,no,no,11/1/2025,Each,1,480.25,Own,no,0,no,0,0,,,,,,,,,,,,,240.1,0.0,0.0,0,0,0,240,240,240.1,,,,,,,,,,,,240,0,0,0,240,,,,480,EUR,,1.0000,1.0000,1.0000,1.0000,1.0000,240,240,0,0,0,480,Value planned,,SMP Boetzingen (Prod),RAS120015,,Others,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,240.1,0.0,0.0,240.1,240.1,0.0,0.0,0.0,480.3,480.3,480.3,480,-479.76975,,
408464,SMP,Germany & EE,SMP Boetzingen (Engg),DE11711,T. Wörner,Renewal VxRail Computing - Engineering,Replacement,,,4443,IT and Communications,Network Components,Wireless network component,0,0,0,IT,IT Software,,,,Network,Tangible,IT,,not relevant,non productive,New,no,no,5/1/2025,Each,1,480,Own,no,0,no,0,0,,,,,,,,,,480.0,,,,,,0,0,480,0,480,,,,,,,,,,,,,0,0,0,0,0,,,,480,EUR,,1.0000,1.0000,1.0000,1.0000,1.0000,480,0,0,0,0,480,Value planned,,SMP Boetzingen (Engg),RAS170015,,Replacement/Maintenance,0,0.0,0.0,0.0,0.0,0.0,480.0,0.0,0.0,0.0,0.0,0.0,480.0,0.0,0.0,0.0,0.0,480.0,480.0,480.0,480,-479.52,,
408465,Other,Germany & EE,MDRSC-Plant Tschirn,11211000,T. Strangia ,Maschinen + Zubehör,Replacement,0,0,3371,Moulding Machine,Retrofit/Refurbishment,Injection Moulding,Hydraulic,0,0,Capex & Equipment,IMM,,IMM,Yes,Retrofit / Refurbishment,Tangible,Moulding,"Ersatz für M222, 420 to. (BJ 2006)",Energy Reduction,non productive,New,yes,yes,02/2025,piece,1,480,Own,no,0,??,,0,,,,0.0,0.0,0.0,0.0,0.0,0.0,480.0,0.0,0.0,0.0,0.0,0.0,0,0,480,0,480,,,,,,,0.0,,,,,,0,0,0,0,0,0,0,0,480,EUR,,1.0000,1.0000,1.0000,1.0000,1.0000,480,0,0,0,0,480,Value planned,,MDRSC-Plant Tschirn,RAS110023,Retrofit / Refurbishment,Replacement/Maintenance,0,0,0,0,0,0,480,0,0,0,0,0,480,0,0,0,0,480.0,480.0,480.0,480,-479.52,,
408466,SMP,Germany & EE,SMP Neustadt,,Limmer / Gallmaier / TP,Assembly A3 PA² AU380 TSV,Customer projects repeat,Audi,A3 PA² AU380 TSV,8845,Assembly / Secondary Equipment,Laminating Machine,Machine,"Combination Lamination Machine (Incl Edge Folding, etc.)",Compression laminating,0,Capex & Equipment,Lamination,,,,Laminating Machine,Tangible,Secondary Equipment,,not relevant,,,,no,,,,,,no,0,??,0,0,,,,,,,,,,,,188.0,,,0.0,0,0,188,0,188,,,,,,,,,,,,290.0,0,0,0,290,290,,,,478,EUR,,1.0000,1.0000,1.0000,1.0000,1.0000,188,290,0,0,0,478,Value planned,,SMP Neustadt,RAS110017,,Customer Projects,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,188.0,0.0,0.0,0.0,188.0,290.0,0.0,0.0,0.0,478.0,478.0,478.0,478,-477.522,,
870000,Other,Germany & EE,SMREAL,1151000000,"Christian, Gack ",Flächenbefestigung Stelconplatten Lager vor Lackieranlage ca. 4600m2 (inkl. Nebenkosten KG 700),Rationalization,,,69,Property/Civil,Modification/Refurbishment,0,0,0,0,Facility,Building,,,,Civil work - Building Modification/Refurbishment,Tangible,Building,,not relevant,non productive,New,no,no,,,,,Own,no,0,??,0,0,,,,,,,,274.5,,,,,,,,0,275,0,0,275,200.0,,,,,,,,,,,,200,0,0,0,200,,,,475,EUR,,1.0000,1.0000,1.0000,1.0000,1.0000,275,200,0,0,0,475,Value planned,,SMREAL,RAS120014,,Replacement/Maintenance,0,0.0,0.0,0.0,274.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,274.5,200.0,0.0,0.0,0.0,474.5,474.5,474.5,475,-474.05547,,
870001,Other,USA,MDRSC-Plant USA,77-23000,Verena Merkert,Plant 1 external warehouse closing of overhang area,Expansion,,,69,Property/Civil,Modification/Refurbishment,0,0,0,0,Facility,Building,,,,Civil work - Building Modification/Refurbishment,Tangible,Building,,please select !,non productive,New,,no,,Other,1,0,Own,no,0,??,0,0,,,,,,,,,,,,,,,,0,0,0,0,0,500.0,,,,,,,,,,,,500,0,0,0,500,,,,500,USD,,0.9554,0.9342,0.9342,0.9342,0.9342,0,467,0,0,0,467,Value planned,,MDRSC-Plant USA,RAS120014,Civil work - Building Modification/Refurbishment,Expansion Capex,0,0,0,0,0,0,0,0,0,0,0,0,0,467,0,0,0,467.1,467.1,467.1,467,-499.5328849,,
870002,Other,USA,MDRSC-Plant USA,77-23000,Verena Merkert,Packaging Shed Ramp with truck driveway and cover,Expansion,,,69,Property/Civil,Modification/Refurbishment,0,0,0,0,Facility,Building,,,,Civil work - Building Modification/Refurbishment,Tangible,Building,,please select !,non productive,New,,no,,Other,1,0,Own,no,0,??,0,0,,,,,,,,,,,,,,,,0,0,0,0,0,500.0,,,,,,,,,,,,500,0,0,0,500,,,,500,USD,,0.9554,0.9342,0.9342,0.9342,0.9342,0,467,0,0,0,467,Value planned,,MDRSC-Plant USA,RAS120014,Civil work - Building Modification/Refurbishment,Expansion Capex,0,0,0,0,0,0,0,0,0,0,0,0,0,467,0,0,0,467.1,467.1,467.1,467,-499.5328849,,
870003,SMP,China,SMP-Shenyang-Entity,1500F01001,Manufacturing Dept.,Assembly workbench before weldingInvest Shenyang BMW NB6 DP,Customer projects new,BMW,Invest Shenyang BMW NB6 DP,9278,Assembly / Secondary Equipment,Welding Machine,Machine,Robotic Welding Cell,Ultrasonic,0,Capex & Equipment,Welding,,,,Ultrasonic Welding Machine,Tangible,Secondary Equipment,,not relevant,Productive,New,no,no,10/2025,Set,2,2900,Own,yes,232.2973406,yes,0,0,,,,0.0,0.0,0.0,0.0,0.0,0.0,"1,740.0",0.0,0.0,0.0,0.0,0.0,0,0,"1,740",0,"1,740",,,,,,,,,,,,"1,740.0",0,0,0,"1,740","1,740","1,740",580,0,"5,800",CNY,,0.1335,0.1347,0.1347,0.1347,0.1347,232,234,234,78,0,779,Value planned,,SMP-Shenyang-Entity,RAS110012,,Customer Projects,0,0.0,0.0,0.0,0.0,0.0,232.3,0.0,0.0,0.0,0.0,0.0,232.3,234.3,234.3,78.1,0.0,779.1,466.6,466.6,779,-5799.220923,,
870004,SMP,Iberica,SMP Palmela,PTB1564,P.Mota,New Flaming Station in PS,Rationalization,ALL,386 NF,8574,Robot,Articulated Robot (Painting),6-Axis,Others,0,0,Capex & Equipment,Robots or/and Grippers,,Paint Shop,,4-6 Axis,Tangible,Secondary Equipment,,Energy Generation,Productive,New,no,no,8/2025,Unit,1,,Own,no,0,yes,0,0,,,,,,,,460.0,,,,,,,,0,460,0,0,460,,,,,,,,,,,,,0,0,0,0,0,,,,460,EUR,,1.0000,1.0000,1.0000,1.0000,1.0000,460,0,0,0,0,460,Value planned,,SMP Palmela,RAS280012,,Replacement/Maintenance,0,0.0,0.0,0.0,460.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,460.0,0.0,0.0,0.0,0.0,460.0,460.0,460.0,460,-459.54,,
870005,SMP,USA,SMP USA,,,MISC Jig replacement investments,Replacement,,,9665,Paint Shop,Paint Skids / Jigs / Plating Fixtures,0,0,0,0,Capex & Equipment,Painting Racks / Hangers,,,,Painted Part Rack/Hanger,Tangible,Paint Shop,MISC Jig replacement investments,not relevant,non productive,New,no,no,,,,,Borrowings,no,0,??,,0,,,,160.0,160.0,160.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,480,0,0,0,480,,,,,,,,,,,,0.0,0,0,0,0,0,0,0,0,480,USD,,0.9554,0.9342,0.9342,0.9342,0.9342,459,0,0,0,0,459,Value planned,,SMP USA,RAS260011,,Replacement/Maintenance,153,152.9,152.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,458.6,0.0,0.0,0.0,0.0,458.6,458.6,458.6,459,-479.5414159,,
870006,SMP,Germany & EE,SMP Neustadt,,Olberg / Vogt,"Neue Trockner Spritzerei, Trockner Spritzerei abgekündigt keine Erstatzteile mehr und kein Support (pro. Trockner ca. 80-100 TEUR)",Replacement,,,8514,Moulding Machine Auxiliaries,Raw Plastics Material Handling and Storage Equipment,Drying & Dehumidifying,Hot Air Drier,0,0,Capex & Equipment,IMM auxiliaries,,Dryer,Yes,Material Dryer,Tangible,Moulding,,Energy Reduction,,,,no,,,,,,no,0,??,0,0,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,450.0,0,0,0,450,450,,,,450,EUR,,1.0000,1.0000,1.0000,1.0000,1.0000,0,450,0,0,0,450,Value planned,,SMP Neustadt,RAS190014,,Replacement/Maintenance,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,450.0,0.0,0.0,0.0,450.0,450.0,450.0,450,-449.55,,
870007,SMP,Iberica,SMP Polinya,ESA1256,B. Granados,Containers,Customer projects new,Stellantis,Peugeot P1H,1066,Packaging,Internal Usage,Customized,Container/ Rack,Steel,With inserts/ Inlays/ Dividers,Logistic,Direct Material Logsitic,,,,Plastic Bins / Totes,Tangible,Logistics,,not relevant,Productive,New,no,no,3/1/2026,Each,1,450,Own,no,0,no,0,0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,,,,,,,,,,,,450.0,0,0,0,450,450,0,0,0,450,EUR,,1.0000,1.0000,1.0000,1.0000,1.0000,0,450,0,0,0,450,Value planned,,SMP Polinya,RAS404701,,Customer Projects,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,450.0,0.0,0.0,0.0,450.0,450.0,450.0,450,-449.55,,
870008,SMP,Iberica,SMP Teruel,,,Secondary equipment Alpine XR111,Customer projects new,2027,,7832,Assembly / Secondary Equipment,Assembly Line,Assembly Stations,0,0,0,Capex & Equipment,Assembly,>=200k & <500k,Assembly line + equip.,Yes,Assembly Line,Tangible,Secondary Equipment,,not relevant,Productive,New,no,no,9/1/2026,,,450,Own,yes,0,??,fill in value,#VALUE!,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,450.0,,,,,,,0,450,0,0,450,,,,450,EUR,,1.0000,1.0000,1.0000,1.0000,1.0000,0,450,0,0,0,450,Value planned,,SMP Teruel,RAS110011,,Customer Projects,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,450.0,0.0,0.0,0.0,450.0,450.0,450.0,450,-449.55,,
870009,Other,Germany & EE,SMP Michelau,1904111000,Stefan Lanzendörfer,Messmaschine (KMG MMZ1200),Replacement,,,7884,Laboratory and Test Equipment,CMM Machines,0,0,0,0,Capex & Equipment,Laboratory Equipment,,,,CMM Machines,Tangible,Quality,Ausfallrisiko sehr hoch (Baujahr 1989->kein HW+SW Support),not relevant,non productive,New,no,no,02/2025,Number,1,450,Own,no,0,??,0,0,,,,,,,,450.0,,,,,,,,0,450,0,0,450,,,,,,,,,,,,,0,0,0,0,0,,450,,900,EUR,,1.0000,1.0000,1.0000,1.0000,1.0000,450,0,0,450,0,900,Value planned,,SMP Michelau,RAS404305,,Replacement/Maintenance,0,0.0,0.0,0.0,450.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,450.0,0.0,0.0,450.0,0.0,900.0,450.0,450.0,900,-899.1,,
870010,Other,Germany & EE,MDRSC-Plant Kronach,11415211,T. Schneider,Mess- und Prüfmittel,Others,0,0,7835,Assembly / Secondary Equipment,Assembly Line,Automated Assembly Line,New equipment,Assembly / Inspection Machine,0,Capex & Equipment,Assembly,>=200k & <500k,Automation,Yes,Assembly Line,Tangible,Secondary Equipment,FlyingProbe ICT-Tester für Flexible Baugruppenprüfung,not relevant,non productive,New,yes,yes,05/2025,piece,1,450,Own,no,0,??,,0,,,,0.0,450.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,450,0,0,0,450,,,,,,,0.0,,,,,,0,0,0,0,0,0,0,0,450,EUR,,1.0000,1.0000,1.0000,1.0000,1.0000,450,0,0,0,0,450,Value planned,,MDRSC-Plant Kronach,RAS110011,Assembly Line,Others,0,450,0,0,0,0,0,0,0,0,0,0,450,0,0,0,0,450.0,450.0,450.0,450,-449.55,,
870011,MDRSC,China,MDRSC-Plant China Parts,BMW G68 LCI Airvent,Congcong Niu,BMW G68 LCI airvent standard work stations & Cobots,Customer projects repeat,BMW G68 LCI,5-Reihe NF,7832,Assembly / Secondary Equipment,Assembly Line,Assembly Stations,0,0,0,Capex & Equipment,Assembly,>=200k & <500k,Assembly line + equip.,Yes,Assembly Line,Tangible,Secondary Equipment,,not relevant,Productive,New,no,no,9/1/2025,Set,1,3292.481951,Own,yes,439.5602306,no,0,0,,,,0.0,0.0,0.0,0.0,0.0,"3,292.5",0.0,0.0,0.0,0.0,0.0,0.0,0,"3,292",0,0,"3,292",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,"3,292",CNY,,0.1335,0.1347,0.1347,0.1347,0.1347,440,0,0,0,0,440,Value planned,,MDRSC-Plant China Parts,RAS110011,Assembly Line,Customer Projects,0,0,0,0,0,440,0,0,0,0,0,0,440,0,0,0,0,439.6,439.6,439.6,440,-3292.042391,,
870012,Other,USA,MDRSC-Plant USA,77-12000,Reiner Daub,VASTU,Expansion,,,68,Property/Civil,Building/Construction,0,0,0,0,Facility,Building,,,,Civil work - Building New Construction,Tangible,Building,,please select !,non productive,New,,no,,Other,1,450,Own,no,0,??,0,0,,,,,,,,450.0,,,,,,,,0,450,0,0,450,,,,,,,,,,,,,0,0,0,0,0,15,30,,495,USD,,0.9554,0.9342,0.9342,0.9342,0.9342,430,0,14,28,0,472,Value planned,,MDRSC-Plant USA,RAS120013,Civil work - Building New Construction,Expansion Capex,0,0,0,0,430,0,0,0,0,0,0,0,430,0,14,28,0,472.0,429.9,429.9,472,-494.528037,,
870013,SMP,Germany & EE,SMP Boetzingen (Engg),,,Replacement Leasing cars 2025/26,Replacement,,,9666,Fleet Management,Vehicle Hire/Leasing,0,0,0,0,HR Management,Car leasing,,,,Vehicle Lease,Tangible,Office / Administration,,not relevant,non productive,New,no,no,3/1/2025,Each,16,26.775,Leasing,no,0,no,0,0,,,,,,107.1,,,107.1,,,107.1,,,107.1,107,107,107,107,428,,,,,,,,,,,,,0,0,0,0,0,,,,428,EUR,,1.0000,1.0000,1.0000,1.0000,1.0000,428,0,0,0,0,428,Value planned,,SMP Boetzingen (Engg),R99900000227,,Replacement/Maintenance,0,0.0,107.1,0.0,0.0,107.1,0.0,0.0,107.1,0.0,0.0,107.1,428.4,0.0,0.0,0.0,0.0,428.4,428.4,428.4,428,-427.9716,,
870014,SMP,China,SMP-Shenyang-Entity,1500F01001,Manufacturing Dept.,Injection machine 2700TInvest Shenyang BMW NB6 DP,Customer projects new,BMW,Invest Shenyang BMW NB6 DP,8931,Moulding Machine,Injection Moulding,Hydraulic,2301-2700,Injection unit capacity <18000,0,Capex & Equipment,IMM,,New Machine,Yes,Plastic Injection Moulding Machine,Tangible,Moulding,,not relevant,Productive,New,no,no,10/2025,Set,2,5300,Own,no,0,yes,0,0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,,,,,,,,,,,,"3,180.0",0,0,0,"3,180","3,180","3,180","3,180","1,060","10,600",CNY,,0.1335,0.1347,0.1347,0.1347,0.1347,0,428,428,428,143,"1,428",Value planned,,SMP-Shenyang-Entity,RAS240011,,Customer Projects,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,428.3,428.3,428.3,142.8,"1,427.6",428.3,428.3,"1,428",-10598.57245,,
870015,Other,Germany & EE,SMP Michelau,1900120000,"Christian, Gack",2x Schleusen zur Vermeidung von Zugluft / Kälte in gewissen Hallen (z.B. 11/LH 8),Rationalization,,,68,Property/Civil,Building/Construction,0,0,0,0,Facility,Building,,,,Civil work - Building New Construction,Tangible,Building,,not relevant,non productive,New,no,no,05/2025,Number,2,75,Own,no,0,??,0,0,,,,,,,,60.0,,,,60.0,,,,0,60,60,0,120,,,,,150.0,,,150.0,,,,,0,150,150,0,300,450,450,450,"1,770",EUR,,1.0000,1.0000,1.0000,1.0000,1.0000,120,300,450,450,450,"1,770",Value planned,,SMP Michelau,RAS120013,,Replacement/Maintenance,0,0.0,0.0,0.0,60.0,0.0,0.0,0.0,60.0,0.0,0.0,0.0,120.0,300.0,450.0,450.0,450.0,"1,770.0",420.0,420.0,"1,770",-1768.23,,
870016,SMRC,Germany & EE,SMRC Nitra,,,Refurbishment of existing Crafter 2 racks,Customer projects new,VW,Crafter 2,7840,Assembly / Secondary Equipment,Retrofit/Refurbishment,Assembly Line,Assembly Stations,0,0,Capex & Equipment,Assembly,>=200k & <500k,Retrofit/Refurbishment,Yes,Retrofit / Refurbishment,Tangible,Secondary Equipment,,not relevant,non productive,New,no,no,5/1/2025,Each,1,410.4,,yes,410.4,yes,0,0,,,,,,,136.8,136.8,136.8,,,,,,,0,410,0,0,410,,,,,,,,,,,,,0,0,0,0,,,,,410,EUR,,1.0000,1.0000,1.0000,1.0000,1.0000,410,0,0,0,0,410,Value planned,,SMRC Nitra,RAS110023,,Customer Projects,0,0.0,0.0,136.8,136.8,136.8,0.0,0.0,0.0,0.0,0.0,0.0,410.4,0.0,0.0,0.0,0.0,410.4,410.4,410.4,410,-409.9896,,
870017,SMP,Germany & EE,SMP Automotive Exterior Ltd,DE50240,Betz,Verwaltungs-GWG von 250-1000 EUR,Others,,,8005,Plant equipment,Other plant equipment,0,0,0,0,Capex & Equipment,Plant Equipment,,General Planning & Reserves,,Other Plant Equipment,Tangible,Others/exemption limit,,not relevant,non productive,New,no,no,,,,,,no,0,??,0,0,,,,,,,,,,,,,,,,0,0,0,0,0,33.8,33.8,33.8,33.8,33.8,33.8,33.8,33.8,33.8,33.8,33.8,33.8,102,102,102,102,406,,,,406,EUR,,1.0000,1.0000,1.0000,1.0000,1.0000,0,406,0,0,0,406,Value planned,,SMP Automotive Exterior Ltd,RAS404506,,Others,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,406.0,0.0,0.0,0.0,406.0,406.0,406.0,406,-405.594,,
870018,SMP,Germany & EE,SMP Oldenburg,DE05843,N. Christophers,AMG CR592 Investitionen Brandschutz Regalanlage,Customer projects new,Daimler,CR 592,8140,Fire Protection,Sprinkler System,"Gas (CO2, FM200, etc.)",0,0,0,Facility,Fire protection,,,,Fire and alarm system,Tangible,EHS,,not relevant,Productive,New,no,no,7/18/1905,Each,1,405,,no,0,??,,0,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,405,,,,405,EUR,,1.0000,1.0000,1.0000,1.0000,1.0000,0,405,0,0,0,405,Value planned,,SMP Oldenburg,RAS404101,,Customer Projects,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,405.0,0.0,0.0,0.0,405.0,405.0,405.0,405,-404.595,,
870019,SMP,Germany & EE,SMP Automotive Exterior Ltd,DE50246,Schrenk,Automatisierte Montageversorgung FTS (AGV),Rationalization,,,8005,Plant equipment,Other plant equipment,0,0,0,0,Capex & Equipment,AGV / AMR / Conveyor Technologies,,AGV / AMR,Yes,Other Plant Equipment,Tangible,Others/exemption limit,,not relevant,Productive,New,no,no,,,,,,no,0,??,0,0,,,,,,,,,400.0,,,,,,,0,400,0,0,400,,,,,,,,,,,,,0,0,0,0,0,,,,400,EUR,,1.0000,1.0000,1.0000,1.0000,1.0000,400,0,0,0,0,400,Value planned,,SMP Automotive Exterior Ltd,RAS404506,,Replacement/Maintenance,0,0.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,400.0,400.0,400.0,400,-399.6,,
